Position Generated, Velocity Generated, Time
4, 5026.18994140625, 6268
130, 5026.18994140625, 6293
254, 5026.18994140625, 6319
380, 5026.18994140625, 6345
0, 0.0, 6356
0, 0.0, 6366
0, 0.0, 6376
0, 0.0, 6386
0, 0.0, 6396
0, 0.0, 6406
0, 0.0, 6416
0, 0.0, 6426
0, 0.0, 6436
0, 0.0, 6446
0, 0.0, 6456
0, 0.0, 6465
0, 0.0, 6475
0, 0.0, 6485
0, 0.0, 6495
0, 0.0, 6505
0, 0.0, 6516
0, 0.0, 6527
0, 0.0, 6537
0, 0.0, 6547
0, 0.0, 6557
0, 0.0, 6567
0, 0.0, 6577
0, 0.0, 6587
0, 0.0, 6597
0, 0.0, 6607
0, 0.0, 6616
0, 0.0, 6626
0, 0.0, 6636
0, 0.0, 6646
0, 0.0, 6656
0, 0.0, 6667
0, 0.0, 6677
0, 0.0, 6687
0, 0.0, 6697
0, 0.0, 6707
0, 0.0, 6717
0, 0.0, 6727
0, 0.0, 6737
0, 0.0, 6747
0, 0.0, 6757
0, 0.0, 6767
0, 0.0, 6777
0, 0.0, 6787
0, 0.0, 6797
0, 0.0, 6807
0, 0.0, 6817
0, 0.0, 6827
0, 0.0, 6837
0, 0.0, 6847
0, 0.0, 6857
0, 0.0, 6867
0, 0.0, 6877
0, 0.0, 6887
0, 0.0, 6897
0, 0.0, 6906
0, 0.0, 6916
0, 0.0, 6926
0, 0.0, 6936
0, 0.0, 6946
0, 0.0, 6956
0, 0.0, 6967
0, 0.0, 6977
0, 0.0, 6987
0, 0.0, 6997
0, 0.0, 7007
0, 0.0, 7017
0, 0.0, 7027
0, 0.0, 7037
0, 0.0, 7047
0, 0.0, 7057
0, 0.0, 7067
0, 0.0, 7077
0, 0.0, 7087
0, 0.0, 7097
0, 0.0, 7107
0, 0.0, 7117
0, 0.0, 7127
0, 0.0, 7137
0, 0.0, 7147
0, 0.0, 7157
0, 0.0, 7167
0, 0.0, 7177
0, 0.0, 7187
0, 0.0, 7197
0, 0.0, 7206
0, 0.0, 7216
0, 0.0, 7226
0, 0.0, 7236
0, 0.0, 7246
0, 0.0, 7257
0, 0.0, 7267
0, 0.0, 7277
0, 0.0, 7287
0, 0.0, 7297
0, 0.0, 7307
0, 0.0, 7317
0, 0.0, 7327
0, 0.0, 7337
0, 0.0, 7347
0, 0.0, 7357
0, 0.0, 7367
0, 0.0, 7377
0, 0.0, 7387
0, 0.0, 7397
0, 0.0, 7407
0, 0.0, 7417
0, 0.0, 7427
0, 0.0, 7437
0, 0.0, 7447
0, 0.0, 7457
0, 0.0, 7467
0, 0.0, 7477
0, 0.0, 7487
0, 0.0, 7496
0, 0.0, 7506
0, 0.0, 7516
0, 0.0, 7526
0, 0.0, 7536
0, 0.0, 7547
0, 0.0, 7558
0, 0.0, 7568
0, 0.0, 7578
0, 0.0, 7588
0, 0.0, 7598
0, 0.0, 7608
0, 0.0, 7618
0, 0.0, 7628
0, 0.0, 7638
0, 0.0, 7647
0, 0.0, 7657
0, 0.0, 7667
0, 0.0, 7677
0, 0.0, 7687
0, 0.0, 7698
0, 0.0, 7708
0, 0.0, 7718
0, 0.0, 7728
0, 0.0, 7738
0, 0.0, 7748
0, 0.0, 7758
0, 0.0, 7768
0, 0.0, 7778
0, 0.0, 7788
0, 0.0, 7798
0, 0.0, 7808
0, 0.0, 7818
0, 0.0, 7828
0, 0.0, 7838
0, 0.0, 7848
0, 0.0, 7858
0, 0.0, 7868
0, 0.0, 7878
0, 0.0, 7888
0, 0.0, 7898
0, 0.0, 7908
0, 0.0, 7918
0, 0.0, 7928
0, 0.0, 7937
0, 0.0, 7947
0, 0.0, 7957
0, 0.0, 7967
0, 0.0, 7977
0, 0.0, 7988
0, 0.0, 7999
0, 0.0, 8009
