Position, Velocity, Time, Started
3, 5026.18994140625, 2997, 0
8, 5026.18994140625, 2998, 0
13, 5026.18994140625, 2999, 0
18, 5026.18994140625, 3000, 0
23, 5026.18994140625, 3001, 0
28, 5026.18994140625, 3002, 0
33, 5026.18994140625, 3003, 0
37, 5026.18994140625, 3004, 0
42, 5026.18994140625, 3005, 0
47, 5026.18994140625, 3006, 0
52, 5026.18994140625, 3007, 0
57, 5026.18994140625, 3008, 0
62, 5026.18994140625, 3009, 0
67, 5026.18994140625, 3010, 0
71, 5026.18994140625, 3011, 0
76, 5026.18994140625, 3012, 0
81, 5026.18994140625, 3013, 0
86, 5026.18994140625, 3014, 0
91, 5026.18994140625, 3015, 0
96, 5026.18994140625, 3016, 0
101, 5026.18994140625, 3017, 0
105, 5026.18994140625, 3018, 0
110, 5026.18994140625, 3019, 0
115, 5026.18994140625, 3020, 0
120, 5026.18994140625, 3021, 0
125, 5026.18994140625, 3022, 0
130, 5026.18994140625, 3023, 0
135, 5026.18994140625, 3024, 0
140, 5026.18994140625, 3025, 0
145, 5026.18994140625, 3026, 0
150, 5026.18994140625, 3027, 0
155, 5026.18994140625, 3028, 0
164, 5026.18994140625, 3030, 0
169, 5026.18994140625, 3031, 0
174, 5026.18994140625, 3032, 0
179, 5026.18994140625, 3033, 0
184, 5026.18994140625, 3034, 0
189, 5026.18994140625, 3035, 0
199, 5026.18994140625, 3037, 0
203, 5026.18994140625, 3038, 0
208, 5026.18994140625, 3039, 0
213, 5026.18994140625, 3040, 0
218, 5026.18994140625, 3041, 0
228, 5026.18994140625, 3043, 0
232, 5026.18994140625, 3044, 0
237, 5026.18994140625, 3045, 0
241, 5026.18994140625, 3046, 0
246, 5026.18994140625, 3047, 0
255, 5026.18994140625, 3049, 0
260, 5026.18994140625, 3050, 0
265, 5026.18994140625, 3051, 0
270, 5026.18994140625, 3052, 0
274, 5026.18994140625, 3053, 0
279, 5026.18994140625, 3054, 0
289, 5026.18994140625, 3056, 0
294, 5026.18994140625, 3057, 0
299, 5026.18994140625, 3058, 0
304, 5026.18994140625, 3059, 0
309, 5026.18994140625, 3060, 0
319, 5026.18994140625, 3062, 0
324, 5026.18994140625, 3063, 0
329, 5026.18994140625, 3064, 0
334, 5026.18994140625, 3065, 0
339, 5026.18994140625, 3066, 0
344, 5026.18994140625, 3067, 0
354, 5026.18994140625, 3069, 0
358, 5026.18994140625, 3070, 0
363, 5026.18994140625, 3071, 0
368, 5026.18994140625, 3072, 0
373, 5026.18994140625, 3073, 0
378, 5026.18994140625, 3074, 0
388, 5026.18994140625, 3076, 0
393, 5026.18994140625, 3077, 0
398, 5026.18994140625, 3078, 0
403, 5026.18994140625, 3079, 0
407, 5026.18994140625, 3080, 0
412, 5026.18994140625, 3081, 0
421, 5026.18994140625, 3083, 0
426, 5026.18994140625, 3084, 0
431, 5026.18994140625, 3085, 0
436, 5026.18994140625, 3086, 0
440, 5026.18994140625, 3087, 0
449, 5026.18994140625, 3089, 0
454, 5026.18994140625, 3090, 0
458, 5026.18994140625, 3091, 0
463, 5026.18994140625, 3092, 0
468, 5026.18994140625, 3093, 0
473, 5026.18994140625, 3094, 0
482, 5026.18994140625, 3096, 0
487, 5026.18994140625, 3097, 0
492, 5026.18994140625, 3098, 0
497, 5026.18994140625, 3099, 0
502, 5026.18994140625, 3100, 0
512, 5026.18994140625, 3102, 0
517, 5026.18994140625, 3103, 0
522, 5026.18994140625, 3104, 0
527, 5026.18994140625, 3105, 0
532, 5026.18994140625, 3106, 0
542, 5026.18994140625, 3108, 0
547, 5026.18994140625, 3109, 0
552, 5026.18994140625, 3110, 0
557, 5026.18994140625, 3111, 0
562, 5026.18994140625, 3112, 0
567, 5026.18994140625, 3113, 0
577, 5026.18994140625, 3115, 0
582, 5026.18994140625, 3116, 0
587, 5026.18994140625, 3117, 0
592, 5026.18994140625, 3118, 0
597, 5026.18994140625, 3119, 0
602, 5026.18994140625, 3120, 0
611, 5026.18994140625, 3122, 0
616, 5026.18994140625, 3123, 0
621, 5026.18994140625, 3124, 0
625, 5026.18994140625, 3125, 0
630, 5026.18994140625, 3126, 0
640, 5026.18994140625, 3128, 0
645, 5026.18994140625, 3129, 0
650, 5026.18994140625, 3130, 0
654, 5026.18994140625, 3131, 0
659, 5026.18994140625, 3132, 0
668, 5026.18994140625, 3134, 0
673, 5026.18994140625, 3135, 0
678, 5026.18994140625, 3136, 0
683, 5026.18994140625, 3137, 0
688, 5026.18994140625, 3138, 0
693, 5026.18994140625, 3139, 0
703, 5026.18994140625, 3141, 0
708, 5026.18994140625, 3142, 0
713, 5026.18994140625, 3143, 0
718, 5026.18994140625, 3144, 0
723, 5026.18994140625, 3145, 0
732, 5026.18994140625, 3147, 0
737, 5026.18994140625, 3148, 0
742, 5026.18994140625, 3149, 0
747, 5026.18994140625, 3150, 0
752, 5026.18994140625, 3151, 0
757, 5026.18994140625, 3152, 0
767, 5026.18994140625, 3154, 0
772, 5026.18994140625, 3155, 0
777, 5026.18994140625, 3156, 0
782, 5026.18994140625, 3157, 0
787, 5026.18994140625, 3158, 0
797, 5026.18994140625, 3160, 0
802, 5026.18994140625, 3161, 0
807, 5026.18994140625, 3162, 0
812, 5026.18994140625, 3163, 0
817, 5026.18994140625, 3164, 0
821, 5026.18994140625, 3165, 0
830, 5026.18994140625, 3167, 0
835, 5026.18994140625, 3168, 0
840, 5026.18994140625, 3169, 0
845, 5026.18994140625, 3170, 0
850, 5026.18994140625, 3171, 0
859, 5026.18994140625, 3173, 0
864, 5026.18994140625, 3174, 0
868, 5026.18994140625, 3175, 0
873, 5026.18994140625, 3176, 0
878, 5026.18994140625, 3177, 0
883, 5026.18994140625, 3178, 0
892, 5026.18994140625, 3180, 0
897, 5026.18994140625, 3181, 0
902, 5026.18994140625, 3182, 0
907, 5026.18994140625, 3183, 0
911, 5026.18994140625, 3184, 0
921, 5026.18994140625, 3186, 0
926, 5026.18994140625, 3187, 0
931, 5026.18994140625, 3188, 0
936, 5026.18994140625, 3189, 0
941, 5026.18994140625, 3190, 0
946, 5026.18994140625, 3191, 0
956, 5026.18994140625, 3193, 0
961, 5026.18994140625, 3194, 0
966, 5026.18994140625, 3195, 0
0, 0.0, 3196, 1
0, 0.0, 3197, 1
0, 0.0, 3198, 1
0, 0.0, 3199, 1
0, 0.0, 3201, 1
0, 0.0, 3202, 1
0, 0.0, 3203, 1
0, 0.0, 3204, 1
0, 0.0, 3205, 1
0, 0.0, 3206, 1
0, 0.0, 3207, 1
0, 0.0, 3208, 1
0, 0.0, 3209, 1
0, 0.0, 3211, 1
0, 0.0, 3212, 1
0, 0.0, 3213, 1
0, 0.0, 3214, 1
0, 0.0, 3215, 1
0, 0.0, 3216, 1
0, 0.0, 3217, 1
0, 0.0, 3218, 1
0, 0.0, 3219, 1
0, 0.0, 3220, 1
0, 0.0, 3222, 1
0, 0.0, 3223, 1
0, 0.0, 3224, 1
0, 0.0, 3225, 1
0, 0.0, 3226, 1
0, 0.0, 3227, 1
0, 0.0, 3228, 1
0, 0.0, 3229, 1
0, 0.0, 3230, 1
0, 0.0, 3232, 1
0, 0.0, 3233, 1
0, 0.0, 3234, 1
0, 0.0, 3235, 1
0, 0.0, 3236, 1
0, 0.0, 3237, 1
0, 0.0, 3238, 1
0, 0.0, 3239, 1
0, 0.0, 3240, 1
0, 0.0, 3241, 1
0, 0.0, 3243, 1
0, 0.0, 3244, 1
0, 0.0, 3245, 1
0, 0.0, 3246, 1
0, 0.0, 3247, 1
0, 0.0, 3248, 1
0, 0.0, 3249, 1
0, 0.0, 3250, 1
0, 0.0, 3251, 1
0, 0.0, 3253, 1
0, 0.0, 3254, 1
0, 0.0, 3255, 1
0, 0.0, 3256, 1
0, 0.0, 3257, 1
0, 0.0, 3258, 1
0, 0.0, 3259, 1
0, 0.0, 3260, 1
0, 0.0, 3261, 1
0, 0.0, 3262, 1
0, 0.0, 3264, 1
0, 0.0, 3265, 1
0, 0.0, 3266, 1
0, 0.0, 3267, 1
0, 0.0, 3268, 1
0, 0.0, 3269, 1
0, 0.0, 3270, 1
0, 0.0, 3271, 1
0, 0.0, 3272, 1
0, 0.0, 3273, 1
0, 0.0, 3275, 1
0, 0.0, 3276, 1
0, 0.0, 3277, 1
0, 0.0, 3278, 1
0, 0.0, 3279, 1
0, 0.0, 3280, 1
0, 0.0, 3281, 1
0, 0.0, 3282, 1
0, 0.0, 3283, 1
0, 0.0, 3285, 1
0, 0.0, 3286, 1
0, 0.0, 3287, 1
0, 0.0, 3288, 1
0, 0.0, 3289, 1
0, 0.0, 3290, 1
0, 0.0, 3291, 1
0, 0.0, 3292, 1
0, 0.0, 3293, 1
0, 0.0, 3294, 1
0, 0.0, 3296, 1
0, 0.0, 3297, 1
0, 0.0, 3298, 1
0, 0.0, 3299, 1
0, 0.0, 3300, 1
0, 0.0, 3301, 1
0, 0.0, 3302, 1
0, 0.0, 3303, 1
0, 0.0, 3304, 1
0, 0.0, 3306, 1
0, 0.0, 3307, 1
0, 0.0, 3308, 1
0, 0.0, 3309, 1
0, 0.0, 3310, 1
0, 0.0, 3311, 1
0, 0.0, 3312, 1
0, 0.0, 3313, 1
0, 0.0, 3314, 1
0, 0.0, 3315, 1
0, 0.0, 3317, 1
0, 0.0, 3318, 1
0, 0.0, 3319, 1
0, 0.0, 3320, 1
0, 0.0, 3321, 1
0, 0.0, 3322, 1
0, 0.0, 3323, 1
0, 0.0, 3324, 1
0, 0.0, 3325, 1
0, 0.0, 3327, 1
0, 0.0, 3328, 1
0, 0.0, 3329, 1
0, 0.0, 3330, 1
0, 0.0, 3331, 1
0, 0.0, 3332, 1
0, 0.0, 3333, 1
0, 0.0, 3334, 1
0, 0.0, 3335, 1
0, 0.0, 3336, 1
0, 0.0, 3338, 1
0, 0.0, 3339, 1
0, 0.0, 3340, 1
0, 0.0, 3341, 1
0, 0.0, 3342, 1
0, 0.0, 3343, 1
0, 0.0, 3344, 1
0, 0.0, 3345, 1
0, 0.0, 3346, 1
0, 0.0, 3348, 1
0, 0.0, 3349, 1
0, 0.0, 3350, 1
0, 0.0, 3351, 1
0, 0.0, 3352, 1
0, 0.0, 3353, 1
0, 0.0, 3354, 1
0, 0.0, 3355, 1
0, 0.0, 3356, 1
0, 0.0, 3357, 1
0, 0.0, 3359, 1
0, 0.0, 3360, 1
0, 0.0, 3361, 1
0, 0.0, 3362, 1
0, 0.0, 3363, 1
0, 0.0, 3364, 1
0, 0.0, 3365, 1
0, 0.0, 3366, 1
0, 0.0, 3367, 1
0, 0.0, 3369, 1
0, 0.0, 3370, 1
0, 0.0, 3371, 1
0, 0.0, 3372, 1
0, 0.0, 3373, 1
0, 0.0, 3374, 1
0, 0.0, 3375, 1
0, 0.0, 3376, 1
0, 0.0, 3377, 1
0, 0.0, 3378, 1
0, 0.0, 3380, 1
0, 0.0, 3381, 1
0, 0.0, 3382, 1
0, 0.0, 3383, 1
0, 0.0, 3384, 1
0, 0.0, 3385, 1
0, 0.0, 3386, 1
0, 0.0, 3387, 1
0, 0.0, 3388, 1
0, 0.0, 3390, 1
0, 0.0, 3391, 1
0, 0.0, 3392, 1
0, 0.0, 3393, 1
0, 0.0, 3394, 1
0, 0.0, 3395, 1
0, 0.0, 3396, 1
0, 0.0, 3397, 1
0, 0.0, 3398, 1
0, 0.0, 3399, 1
0, 0.0, 3401, 1
0, 0.0, 3402, 1
0, 0.0, 3403, 1
0, 0.0, 3404, 1
0, 0.0, 3405, 1
